nroventa,fechaventa,idcliente,idproducto,idsucursal,tipopago,cantidad,precio,observacion
6475,2006-10-17 00:00:00.000,336,45,10,CR,1.0,32990.0,
6476,2006-10-17 00:00:00.000,5,11,8,CN,1.0,159900.0,
6477,2006-10-19 00:00:00.000,249,16,8,CN,2.0,418000.0,
6480,2006-11-03 00:00:00.000,369,37,1,CN,4.0,1276000.0,
6485,2006-12-03 00:00:00.000,350,29,10,CR,3.0,630000.0,
6486,2006-12-06 00:00:00.000,453,4,1,CR,4.0,123600.0,
6488,2006-12-24 00:00:00.000,409,18,8,CR,4.0,1036000.0,
6493,2007-01-24 00:00:00.000,224,35,1,CN,3.0,657000.0,
6498,2007-02-14 00:00:00.000,249,8,1,CR,1.0,129900.0,
6514,2007-05-11 00:00:00.000,239,9,1,CR,3.0,419700.0,
6518,2007-05-26 00:00:00.000,374,28,8,CN,1.0,190000.0,
6521,2007-06-11 00:00:00.000,323,28,8,CN,3.0,570000.0,
6522,2007-06-18 00:00:00.000,232,29,10,CN,3.0,630000.0,
6524,2007-06-30 00:00:00.000,375,11,8,CR,3.0,479700.0,
6534,2007-08-19 00:00:00.000,375,9,10,CN,4.0,559600.0,
6536,2007-09-08 00:00:00.000,302,3,1,CN,3.0,206700.0,
6537,2007-09-18 00:00:00.000,342,31,10,CN,3.0,843000.0,
6540,2007-10-04 00:00:00.000,322,33,10,CR,3.0,567000.0,
6541,2007-10-07 00:00:00.000,364,15,1,CR,3.0,570000.0,
6542,2007-10-14 00:00:00.000,218,13,8,CR,1.0,159900.0,
6544,2007-10-22 00:00:00.000,224,41,1,CR,3.0,90000.0,
6547,2007-11-07 00:00:00.000,355,8,10,CN,2.0,259800.0,
6548,2007-11-14 00:00:00.000,339,12,1,CN,3.0,509700.0,
6551,2007-11-28 00:00:00.000,385,8,1,CN,2.0,259800.0,
6553,2007-11-29 00:00:00.000,271,14,8,CR,4.0,800000.0,
6555,2007-12-14 00:00:00.000,218,8,8,CR,3.0,389700.0,
6556,2007-12-14 00:00:00.000,263,19,10,CR,1.0,300000.0,
6560,2008-01-16 00:00:00.000,392,33,10,CN,1.0,189000.0,
6561,2008-01-19 00:00:00.000,216,39,8,CN,4.0,43960.0,
6565,2008-02-03 00:00:00.000,462,41,1,CN,3.0,90000.0,
6580,2008-05-01 00:00:00.000,333,7,10,CR,1.0,70000.0,
6597,2008-08-16 00:00:00.000,222,21,8,CR,2.0,241800.0,
6600,2008-09-09 00:00:00.000,453,36,10,CR,1.0,359000.0,
6603,2008-09-20 00:00:00.000,272,44,1,CN,4.0,95920.0,
6615,2008-11-25 00:00:00.000,287,39,1,CR,4.0,43960.0,
6618,2008-12-10 00:00:00.000,410,15,1,CN,2.0,380000.0,
6626,2008-12-22 00:00:00.000,374,45,8,CR,4.0,131960.0,
6637,2009-02-03 00:00:00.000,207,35,10,CR,1.0,219000.0,
6642,2009-02-17 00:00:00.000,394,45,1,CR,3.0,98970.0,
6647,2009-04-03 00:00:00.000,215,16,1,CN,4.0,836000.0,
6649,2009-04-17 00:00:00.000,433,37,8,CN,4.0,1276000.0,
6652,2009-04-30 00:00:00.000,257,3,8,CR,1.0,68900.0,
6654,2009-05-09 00:00:00.000,207,15,8,CR,2.0,380000.0,
6663,2009-06-15 00:00:00.000,353,21,8,CN,2.0,241800.0,
6668,2009-07-16 00:00:00.000,308,43,10,CR,1.0,13980.0,
6672,2009-08-04 00:00:00.000,323,7,1,CN,4.0,280000.0,
6676,2009-08-25 00:00:00.000,257,15,8,CN,2.0,380000.0,
6678,2009-09-10 00:00:00.000,443,27,10,CR,4.0,684000.0,
6689,2009-11-09 00:00:00.000,450,23,10,CN,4.0,563600.0,
6690,2009-11-16 00:00:00.000,453,31,1,CN,3.0,843000.0,
6695,2009-12-04 00:00:00.000,253,39,10,CR,2.0,21980.0,
6697,2009-12-14 00:00:00.000,319,30,8,CR,2.0,480000.0,
6699,2009-12-30 00:00:00.000,222,5,10,CR,4.0,180000.0,
6700,2010-01-06 00:00:00.000,287,22,7,CN,1.0,100000.0,
6701,2010-01-12 00:00:00.000,232,32,12,CN,3.0,777000.0,
6702,2010-01-23 00:00:00.000,394,8,10,CN,1.0,129900.0,
6703,2010-01-27 00:00:00.000,294,26,11,CN,1.0,181000.0,
6704,2010-01-31 00:00:00.000,342,38,10,CN,1.0,4990.0,
6705,2010-02-01 00:00:00.000,453,2,1,CN,2.0,109800.0,
6706,2010-02-03 00:00:00.000,239,19,8,CR,1.0,300000.0,
6707,2010-02-09 00:00:00.000,353,20,1,CR,1.0,110900.0,
6708,2010-02-15 00:00:00.000,232,14,10,CR,4.0,800000.0,
6709,2010-02-22 00:00:00.000,306,13,1,CR,2.0,319800.0,
6710,2010-03-03 00:00:00.000,257,4,4,CR,1.0,30900.0,
6711,2010-03-05 00:00:00.000,457,8,10,CR,3.0,389700.0,
6712,2010-03-10 00:00:00.000,409,4,4,CR,3.0,92700.0,
6713,2010-03-10 00:00:00.000,288,24,1,CR,3.0,452700.0,
6714,2010-03-11 00:00:00.000,372,38,10,CN,2.0,9980.0,
6715,2010-03-20 00:00:00.000,453,18,6,CN,4.0,1036000.0,
6716,2010-03-29 00:00:00.000,257,17,1,CN,2.0,458000.0,
6717,2010-04-04 00:00:00.000,385,16,4,CN,2.0,418000.0,
6718,2010-04-05 00:00:00.000,304,32,12,CN,3.0,777000.0,
6719,2010-04-07 00:00:00.000,431,28,11,CN,4.0,760000.0,
6720,2010-04-11 00:00:00.000,306,6,8,CR,1.0,55000.0,
6721,2010-04-15 00:00:00.000,366,28,9,CR,3.0,570000.0,
6722,2010-04-18 00:00:00.000,453,33,8,CR,4.0,756000.0,
6723,2010-04-24 00:00:00.000,360,36,2,CR,1.0,359000.0,
6724,2010-04-30 00:00:00.000,306,37,6,CR,1.0,319000.0,
6725,2010-05-11 00:00:00.000,391,39,11,CR,1.0,10990.0,
6726,2010-05-22 00:00:00.000,401,40,3,CR,4.0,83960.0,
6727,2010-05-27 00:00:00.000,257,1,9,CR,4.0,159600.0,
6728,2010-06-03 00:00:00.000,240,19,8,CN,1.0,300000.0,
6729,2010-06-06 00:00:00.000,292,30,3,CN,1.0,240000.0,
6730,2010-06-17 00:00:00.000,394,20,1,CN,2.0,221800.0,
6731,2010-06-20 00:00:00.000,385,12,11,CN,4.0,679600.0,
6732,2010-06-20 00:00:00.000,294,29,7,CN,2.0,420000.0,
6733,2010-06-28 00:00:00.000,459,5,2,CN,1.0,45000.0,
6734,2010-07-09 00:00:00.000,372,30,1,CR,4.0,960000.0,
6735,2010-07-11 00:00:00.000,207,7,2,CR,3.0,210000.0,
6736,2010-07-20 00:00:00.000,369,28,12,CR,1.0,190000.0,
6737,2010-07-25 00:00:00.000,382,38,1,CR,2.0,9980.0,
6738,2010-08-03 00:00:00.000,459,37,12,CR,3.0,957000.0,
6739,2010-08-03 00:00:00.000,324,25,3,CR,3.0,422700.0,
6740,2010-08-09 00:00:00.000,4,3,8,CR,1.0,68900.0,
6741,2010-08-09 00:00:00.000,5,6,2,CR,1.0,55000.0,
6742,2010-08-17 00:00:00.000,278,21,11,CN,3.0,362700.0,
6743,2010-08-23 00:00:00.000,459,30,11,CN,3.0,720000.0,
6744,2010-09-02 00:00:00.000,422,24,8,CN,1.0,150900.0,
6745,2010-09-10 00:00:00.000,457,16,8,CN,1.0,209000.0,
6746,2010-09-20 00:00:00.000,386,7,1,CN,4.0,280000.0,
6747,2010-09-25 00:00:00.000,453,29,8,CN,3.0,630000.0,
6748,2010-10-05 00:00:00.000,234,42,9,CR,3.0,23940.0,
6749,2010-10-09 00:00:00.000,423,36,5,CR,3.0,1077000.0,
6750,2010-10-20 00:00:00.000,360,40,1,CR,1.0,20990.0,
6751,2010-10-29 00:00:00.000,343,34,9,CR,1.0,199000.0,
6752,2010-10-31 00:00:00.000,232,29,11,CR,4.0,840000.0,
6753,2010-11-01 00:00:00.000,222,24,3,CR,3.0,452700.0,
6754,2010-11-05 00:00:00.000,292,20,1,CR,3.0,332700.0,
6755,2010-11-10 00:00:00.000,322,22,2,CR,1.0,100000.0,
6756,2010-11-12 00:00:00.000,374,23,8,CN,4.0,563600.0,
6757,2010-11-21 00:00:00.000,342,1,9,CN,1.0,39900.0,
6758,2010-12-01 00:00:00.000,439,15,12,CN,3.0,570000.0,
6759,2010-12-10 00:00:00.000,339,32,5,CN,4.0,1036000.0,
6760,2010-12-16 00:00:00.000,234,13,10,CN,1.0,159900.0,
6761,2010-12-16 00:00:00.000,319,34,5,CN,2.0,398000.0,
6762,2010-12-20 00:00:00.000,452,30,3,CR,2.0,480000.0,
6763,2010-12-20 00:00:00.000,353,6,4,CR,4.0,220000.0,
6764,2010-12-26 00:00:00.000,374,11,1,CR,1.0,159900.0,
6765,2010-12-30 00:00:00.000,287,32,12,CR,3.0,777000.0,
6766,2011-01-08 00:00:00.000,391,6,1,CR,2.0,110000.0,
6767,2011-01-10 00:00:00.000,298,6,8,CR,1.0,55000.0,
6768,2011-01-14 00:00:00.000,366,35,5,CR,3.0,657000.0,
6769,2011-01-25 00:00:00.000,350,10,4,CR,2.0,238000.0,
6770,2011-01-28 00:00:00.000,462,6,1,CN,1.0,55000.0,
6771,2011-02-01 00:00:00.000,433,22,9,CN,2.0,200000.0,
6772,2011-02-06 00:00:00.000,298,32,3,CN,2.0,518000.0,
6773,2011-02-09 00:00:00.000,342,15,1,CN,4.0,760000.0,
6774,2011-02-19 00:00:00.000,422,16,11,CN,1.0,209000.0,
6775,2011-02-19 00:00:00.000,459,31,2,CN,3.0,843000.0,
6776,2011-02-22 00:00:00.000,215,15,7,CR,2.0,380000.0,
6777,2011-02-25 00:00:00.000,224,13,4,CR,4.0,639600.0,
6778,2011-02-25 00:00:00.000,440,44,5,CR,2.0,47960.0,
6779,2011-02-28 00:00:00.000,217,35,9,CR,1.0,219000.0,
6780,2011-03-01 00:00:00.000,409,8,11,CR,3.0,389700.0,
6781,2011-03-01 00:00:00.000,257,34,6,CR,2.0,398000.0,
6782,2011-03-10 00:00:00.000,421,36,5,CR,3.0,1077000.0,
6783,2011-03-12 00:00:00.000,345,21,4,CR,3.0,362700.0,
6784,2011-03-18 00:00:00.000,288,4,4,CN,3.0,92700.0,
6785,2011-03-24 00:00:00.000,439,44,5,CN,4.0,95920.0,
6786,2011-03-30 00:00:00.000,244,8,11,CN,3.0,389700.0,
6787,2011-04-01 00:00:00.000,276,39,7,CN,2.0,21980.0,
6788,2011-04-08 00:00:00.000,217,26,12,CN,4.0,724000.0,
6789,2011-04-13 00:00:00.000,203,44,10,CN,3.0,71940.0,
6790,2011-04-19 00:00:00.000,226,23,12,CR,1.0,140900.0,
6791,2011-04-28 00:00:00.000,439,11,3,CR,4.0,639600.0,
6792,2011-05-02 00:00:00.000,253,9,12,CR,2.0,279800.0,
6793,2011-05-13 00:00:00.000,292,24,1,CR,2.0,301800.0,
6794,2011-05-18 00:00:00.000,440,25,8,CR,2.0,281800.0,
6795,2011-05-21 00:00:00.000,394,15,4,CR,2.0,380000.0,
6796,2011-05-22 00:00:00.000,239,5,4,CR,2.0,90000.0,
6797,2011-05-24 00:00:00.000,367,44,7,CR,3.0,71940.0,
6798,2011-06-01 00:00:00.000,343,15,5,CN,3.0,570000.0,
6799,2011-06-08 00:00:00.000,408,5,12,CN,3.0,135000.0,
6800,2011-06-13 00:00:00.000,203,12,3,CN,2.0,339800.0,
6801,2011-06-14 00:00:00.000,364,15,2,CN,1.0,190000.0,
6802,2011-06-17 00:00:00.000,207,3,4,CN,4.0,275600.0,
6803,2011-06-22 00:00:00.000,336,6,3,CN,3.0,165000.0,
6804,2011-06-28 00:00:00.000,399,26,12,CR,1.0,181000.0,
6805,2011-07-08 00:00:00.000,355,8,5,CR,3.0,389700.0,
6806,2011-07-09 00:00:00.000,462,24,9,CR,3.0,452700.0,
6807,2011-07-09 00:00:00.000,292,8,1,CR,2.0,259800.0,
6808,2011-07-11 00:00:00.000,207,20,3,CR,3.0,332700.0,
6809,2011-07-21 00:00:00.000,287,23,2,CR,3.0,422700.0,
6810,2011-07-23 00:00:00.000,263,7,6,CR,3.0,210000.0,
6811,2011-08-02 00:00:00.000,394,25,1,CR,4.0,563600.0,
6812,2011-08-06 00:00:00.000,443,39,7,CN,3.0,32970.0,
6813,2011-08-09 00:00:00.000,469,8,11,CN,2.0,259800.0,
6814,2011-08-14 00:00:00.000,374,16,4,CN,4.0,836000.0,
6815,2011-08-23 00:00:00.000,355,9,3,CN,4.0,559600.0,
6816,2011-08-28 00:00:00.000,207,18,10,CN,2.0,518000.0,
6817,2011-09-07 00:00:00.000,459,3,5,CN,4.0,275600.0,
6818,2011-09-12 00:00:00.000,372,7,12,CR,4.0,280000.0,
6819,2011-09-15 00:00:00.000,353,24,8,CR,3.0,452700.0,
6820,2011-09-21 00:00:00.000,423,4,1,CR,2.0,61800.0,
6821,2011-09-29 00:00:00.000,3,9,4,CR,3.0,419700.0,
6822,2011-10-03 00:00:00.000,208,25,7,CR,3.0,422700.0,
6823,2011-10-09 00:00:00.000,304,31,2,CR,4.0,1124000.0,
6824,2011-10-20 00:00:00.000,442,15,8,CR,2.0,380000.0,
6825,2011-10-28 00:00:00.000,302,35,11,CR,3.0,657000.0,
6826,2011-10-28 00:00:00.000,433,44,10,CN,4.0,95920.0,
6827,2011-11-07 00:00:00.000,409,24,5,CN,2.0,301800.0,
6828,2011-11-16 00:00:00.000,272,8,9,CN,1.0,129900.0,
6829,2011-11-22 00:00:00.000,211,23,5,CN,2.0,281800.0,
6830,2011-11-23 00:00:00.000,294,33,6,CN,3.0,567000.0,
6831,2011-12-03 00:00:00.000,348,7,12,CN,1.0,70000.0,
6832,2011-12-05 00:00:00.000,292,31,12,CR,4.0,1124000.0,
6833,2011-12-09 00:00:00.000,306,7,10,CR,1.0,70000.0,
6834,2011-12-17 00:00:00.000,453,6,10,CR,3.0,165000.0,
6835,2011-12-21 00:00:00.000,343,7,1,CR,2.0,140000.0,
6836,2011-12-25 00:00:00.000,216,38,11,CR,1.0,4990.0,
6837,2012-01-02 00:00:00.000,356,30,9,CR,2.0,480000.0,
6838,2012-01-12 00:00:00.000,207,2,10,CR,4.0,219600.0,
6839,2012-01-15 00:00:00.000,356,38,10,CR,3.0,14970.0,
6840,2012-01-26 00:00:00.000,4,5,7,CN,2.0,90000.0,
6841,2012-02-01 00:00:00.000,257,27,6,CN,2.0,342000.0,
6842,2012-02-04 00:00:00.000,333,12,9,CN,3.0,509700.0,
6843,2012-02-12 00:00:00.000,324,15,2,CN,2.0,380000.0,
6844,2012-02-23 00:00:00.000,292,25,10,CN,4.0,563600.0,
6845,2012-02-25 00:00:00.000,281,4,6,CN,2.0,61800.0,
6846,2012-03-05 00:00:00.000,250,19,2,CR,3.0,900000.0,
6847,2012-03-10 00:00:00.000,324,13,10,CR,1.0,159900.0,
6848,2012-03-17 00:00:00.000,439,16,2,CR,4.0,836000.0,
6849,2012-03-18 00:00:00.000,306,21,11,CR,4.0,483600.0,
6850,2012-03-28 00:00:00.000,271,42,9,CR,2.0,15960.0,
6851,2012-04-03 00:00:00.000,452,32,3,CR,4.0,1036000.0,
6852,2012-04-09 00:00:00.000,350,21,5,CR,2.0,241800.0,
6853,2012-04-20 00:00:00.000,282,1,12,CR,1.0,39900.0,
6854,2012-04-22 00:00:00.000,385,28,5,CN,1.0,190000.0,
6855,2012-05-01 00:00:00.000,370,31,11,CN,3.0,843000.0,
6856,2012-05-12 00:00:00.000,2,20,11,CN,1.0,110900.0,
6857,2012-05-14 00:00:00.000,203,32,10,CN,4.0,1036000.0,
6858,2012-05-23 00:00:00.000,329,35,5,CN,1.0,219000.0,
6859,2012-05-31 00:00:00.000,392,35,3,CN,4.0,876000.0,
6860,2012-06-05 00:00:00.000,292,28,2,CR,1.0,190000.0,
6861,2012-06-09 00:00:00.000,329,45,2,CR,1.0,32990.0,
6862,2012-06-16 00:00:00.000,439,31,9,CR,4.0,1124000.0,
6863,2012-06-16 00:00:00.000,306,38,9,CR,2.0,9980.0,
6864,2012-06-20 00:00:00.000,306,35,7,CR,4.0,876000.0,
6865,2012-06-25 00:00:00.000,374,1,10,CR,3.0,119700.0,
6866,2012-07-06 00:00:00.000,324,4,7,CR,3.0,92700.0,
6867,2012-07-14 00:00:00.000,433,44,10,CR,3.0,71940.0,
6868,2012-07-22 00:00:00.000,203,28,7,CN,4.0,760000.0,
6869,2012-07-31 00:00:00.000,302,44,9,CN,3.0,71940.0,
6870,2012-08-01 00:00:00.000,313,28,12,CN,1.0,190000.0,
6871,2012-08-03 00:00:00.000,462,21,4,CN,1.0,120900.0,
6872,2012-08-09 00:00:00.000,372,32,1,CN,1.0,259000.0,
6873,2012-08-13 00:00:00.000,287,20,12,CN,1.0,110900.0,
6874,2012-08-22 00:00:00.000,443,35,11,CR,4.0,876000.0,
6875,2012-08-30 00:00:00.000,431,29,7,CR,1.0,210000.0,
6876,2012-09-09 00:00:00.000,221,6,5,CR,1.0,55000.0,
6877,2012-09-19 00:00:00.000,323,23,9,CR,3.0,422700.0,
6878,2012-09-25 00:00:00.000,433,40,1,CR,4.0,83960.0,
6879,2012-10-02 00:00:00.000,232,25,5,CR,1.0,140900.0,
6880,2012-10-09 00:00:00.000,453,11,12,CR,4.0,639600.0,
6881,2012-10-13 00:00:00.000,374,3,8,CR,3.0,206700.0,
6882,2012-10-14 00:00:00.000,353,3,3,CN,4.0,275600.0,
6883,2012-10-24 00:00:00.000,1,4,12,CN,3.0,92700.0,
6884,2012-10-31 00:00:00.000,439,21,9,CN,1.0,120900.0,
6885,2012-11-06 00:00:00.000,462,15,2,CN,1.0,190000.0,
6886,2012-11-17 00:00:00.000,253,43,9,CN,2.0,27960.0,
6887,2012-11-20 00:00:00.000,266,42,9,CN,3.0,23940.0,
6888,2012-11-28 00:00:00.000,217,24,12,CR,2.0,301800.0,
6889,2012-12-01 00:00:00.000,323,28,7,CR,1.0,190000.0,
6890,2012-12-01 00:00:00.000,383,4,5,CN,3.0,92700.0,
6891,2012-12-01 00:00:00.000,383,43,7,CN,2.0,27960.0,
6892,2012-12-01 00:00:00.000,294,30,8,CN,2.0,480000.0,
6893,2012-12-01 00:00:00.000,394,31,10,CN,4.0,1124000.0,
6894,2012-12-01 00:00:00.000,275,42,5,CN,4.0,31920.0,
6895,2012-12-03 00:00:00.000,350,3,6,CR,1.0,68900.0,
6896,2012-12-02 00:00:00.000,409,2,4,CR,3.0,164700.0,
6897,2012-12-03 00:00:00.000,386,10,1,CR,1.0,119000.0,
6898,2012-12-03 00:00:00.000,217,14,12,CR,3.0,600000.0,
6899,2012-12-04 00:00:00.000,372,43,4,CR,4.0,55920.0,
6900,2012-12-02 00:00:00.000,207,36,6,CR,1.0,359000.0,
6901,2012-12-06 00:00:00.000,206,28,9,CR,2.0,380000.0,
6902,2012-12-03 00:00:00.000,2,12,12,CR,4.0,679600.0,
6903,2012-12-05 00:00:00.000,453,14,12,CN,1.0,200000.0,
6904,2012-12-12 00:00:00.000,218,42,1,CN,1.0,7980.0,
6905,2012-12-14 00:00:00.000,365,15,8,CN,2.0,380000.0,
6906,2012-12-06 00:00:00.000,298,31,3,CN,3.0,843000.0,
6907,2012-12-10 00:00:00.000,201,5,5,CN,2.0,90000.0,
6908,2012-12-09 00:00:00.000,217,35,8,CN,3.0,657000.0,
6909,2012-12-07 00:00:00.000,268,23,5,CR,2.0,281800.0,
6910,2012-12-21 00:00:00.000,356,5,2,CR,4.0,180000.0,
6911,2012-12-17 00:00:00.000,329,2,10,CR,1.0,54900.0,
6912,2012-12-14 00:00:00.000,327,34,5,CR,2.0,398000.0,
6913,2012-12-11 00:00:00.000,239,32,4,CR,2.0,518000.0,
6914,2012-12-17 00:00:00.000,2,36,11,CR,4.0,1436000.0,
6915,2012-12-10 00:00:00.000,404,45,9,CR,3.0,98970.0,
6916,2012-12-25 00:00:00.000,294,30,11,CR,3.0,720000.0,
6917,2012-12-26 00:00:00.000,450,34,5,CN,1.0,199000.0,
6918,2012-12-24 00:00:00.000,327,39,8,CN,2.0,21980.0,
6919,2012-12-14 00:00:00.000,5,38,5,CN,4.0,19960.0,
6920,2012-12-22 00:00:00.000,345,3,6,CN,1.0,68900.0,
6921,2012-12-20 00:00:00.000,222,35,3,CN,4.0,876000.0,
6922,2012-12-26 00:00:00.000,353,23,7,CN,1.0,140900.0,
6923,2013-01-03 00:00:00.000,215,41,7,CR,3.0,90000.0,
6924,2013-01-03 00:00:00.000,343,24,1,CR,2.0,301800.0,
6925,2012-12-23 00:00:00.000,431,21,9,CR,1.0,120900.0,
6926,2012-12-24 00:00:00.000,392,34,10,CR,2.0,398000.0,
6927,2012-12-25 00:00:00.000,355,22,9,CR,3.0,300000.0,
6928,2012-12-29 00:00:00.000,409,44,5,CR,1.0,23980.0,
6929,2013-01-07 00:00:00.000,329,24,9,CR,3.0,452700.0,
6930,2013-01-13 00:00:00.000,353,24,6,CR,3.0,452700.0,
6931,2012-12-27 00:00:00.000,218,2,3,CN,1.0,54900.0,
6932,2012-12-01 00:00:00.000,408,22,5,CN,2.0,200000.0,
6933,2012-12-01 00:00:00.000,345,41,7,CN,4.0,120000.0,
6934,2012-12-01 00:00:00.000,353,28,6,CN,4.0,760000.0,
6935,2012-12-01 00:00:00.000,382,21,7,CN,3.0,362700.0,
6936,2012-12-01 00:00:00.000,336,19,5,CN,2.0,600000.0,
6937,2012-12-03 00:00:00.000,292,10,11,CR,1.0,119000.0,
6938,2012-12-02 00:00:00.000,4,19,7,CR,3.0,900000.0,
6939,2012-12-03 00:00:00.000,443,7,2,CR,3.0,210000.0,
6940,2012-12-03 00:00:00.000,275,2,8,CR,1.0,54900.0,
6941,2012-12-04 00:00:00.000,294,16,6,CR,1.0,209000.0,
6942,2012-12-02 00:00:00.000,306,41,2,CR,4.0,120000.0,
6943,2012-12-06 00:00:00.000,383,12,4,CR,2.0,339800.0,
6944,2012-12-03 00:00:00.000,253,38,12,CR,4.0,19960.0,
6945,2012-12-05 00:00:00.000,370,23,9,CN,3.0,422700.0,
6946,2012-12-12 00:00:00.000,422,6,7,CN,2.0,110000.0,
6947,2012-12-14 00:00:00.000,234,42,1,CN,4.0,31920.0,
6948,2012-12-06 00:00:00.000,342,11,3,CN,3.0,479700.0,
6949,2012-12-10 00:00:00.000,457,18,10,CN,4.0,1036000.0,
6950,2012-12-09 00:00:00.000,302,27,11,CN,1.0,171000.0,
6951,2012-12-07 00:00:00.000,459,6,5,CR,2.0,110000.0,
6952,2012-12-21 00:00:00.000,260,21,7,CR,3.0,362700.0,
6953,2012-12-17 00:00:00.000,232,14,3,CR,3.0,600000.0,
6954,2012-12-14 00:00:00.000,469,44,7,CR,2.0,47960.0,
6955,2012-12-11 00:00:00.000,392,2,3,CR,2.0,109800.0,
6956,2012-12-17 00:00:00.000,440,42,8,CR,1.0,7980.0,
6957,2012-12-10 00:00:00.000,232,33,2,CR,4.0,756000.0,
6958,2012-12-25 00:00:00.000,359,11,12,CR,4.0,639600.0,
6959,2012-12-26 00:00:00.000,370,4,7,CN,1.0,30900.0,
6960,2012-12-24 00:00:00.000,355,40,6,CN,3.0,62970.0,
6961,2012-12-14 00:00:00.000,386,10,5,CN,2.0,238000.0,
6962,2012-12-22 00:00:00.000,385,38,10,CN,1.0,4990.0,
6963,2012-12-20 00:00:00.000,440,7,12,CN,3.0,210000.0,
6964,2012-12-26 00:00:00.000,250,6,9,CN,3.0,165000.0,
6965,2013-01-03 00:00:00.000,215,5,9,CR,4.0,180000.0,
6966,2013-01-03 00:00:00.000,466,18,10,CR,1.0,259000.0,
6967,2012-12-23 00:00:00.000,292,43,9,CR,3.0,41940.0,
6968,2012-12-24 00:00:00.000,423,25,4,CR,3.0,422700.0,
6969,2012-12-25 00:00:00.000,253,35,3,CR,4.0,876000.0,
6970,2012-12-29 00:00:00.000,443,18,8,CR,2.0,518000.0,
6971,2013-01-07 00:00:00.000,215,33,11,CR,3.0,567000.0,
6972,2013-01-13 00:00:00.000,385,23,10,CR,1.0,140900.0,
6973,2012-12-27 00:00:00.000,342,8,12,CN,2.0,259800.0,
6974,2012-12-01 00:00:00.000,453,14,12,CN,2.0,400000.0,
6975,2012-12-01 00:00:00.000,356,4,4,CN,4.0,123600.0,
6976,2012-12-01 00:00:00.000,359,20,8,CN,3.0,332700.0,
6977,2012-12-01 00:00:00.000,306,21,11,CN,3.0,362700.0,
6978,2012-12-01 00:00:00.000,457,29,10,CN,4.0,840000.0,
6979,2012-12-03 00:00:00.000,359,20,1,CR,2.0,221800.0,
6980,2012-12-02 00:00:00.000,404,12,7,CR,2.0,339800.0,
6981,2012-12-03 00:00:00.000,374,4,8,CR,1.0,30900.0,
6982,2012-12-03 00:00:00.000,211,43,12,CR,1.0,13980.0,
6983,2012-12-04 00:00:00.000,226,40,1,CR,2.0,41980.0,
6984,2012-12-02 00:00:00.000,276,10,4,CR,3.0,357000.0,
6985,2012-12-06 00:00:00.000,386,15,3,CR,3.0,570000.0,
6986,2012-12-03 00:00:00.000,388,8,5,CR,2.0,259800.0,
6987,2012-12-05 00:00:00.000,313,35,10,CN,1.0,219000.0,
6988,2012-12-12 00:00:00.000,313,28,3,CN,3.0,570000.0,
6989,2012-12-14 00:00:00.000,343,39,3,CN,3.0,32970.0,
6990,2012-12-06 00:00:00.000,287,16,9,CN,3.0,627000.0,
6991,2012-12-10 00:00:00.000,333,1,6,CN,3.0,119700.0,
6992,2012-12-09 00:00:00.000,469,40,9,CN,2.0,41980.0,
6993,2012-12-07 00:00:00.000,207,27,1,CR,3.0,513000.0,
6994,2012-12-21 00:00:00.000,232,13,9,CR,1.0,159900.0,
6995,2012-12-17 00:00:00.000,203,10,6,CR,4.0,476000.0,
6996,2012-12-14 00:00:00.000,329,15,4,CR,2.0,380000.0,
6997,2012-12-11 00:00:00.000,391,7,10,CR,4.0,280000.0,
6998,2012-12-17 00:00:00.000,466,3,10,CR,3.0,206700.0,
6999,2012-12-10 00:00:00.000,386,14,4,CR,1.0,200000.0,
7000,2012-12-25 00:00:00.000,342,23,3,CR,2.0,281800.0,
7001,2012-12-26 00:00:00.000,421,35,1,CN,1.0,219000.0,
7002,2012-12-24 00:00:00.000,304,24,7,CN,1.0,150900.0,
7003,2012-12-14 00:00:00.000,232,1,7,CN,4.0,159600.0,
7004,2012-12-22 00:00:00.000,206,31,9,CN,1.0,281000.0,
7005,2012-12-20 00:00:00.000,294,2,7,CN,2.0,109800.0,
7006,2012-12-26 00:00:00.000,327,42,3,CN,4.0,31920.0,
7007,2013-01-03 00:00:00.000,318,19,9,CR,2.0,600000.0,
7008,2013-01-03 00:00:00.000,410,23,8,CR,4.0,563600.0,
7009,2012-12-23 00:00:00.000,345,43,6,CR,2.0,27960.0,
7010,2012-12-24 00:00:00.000,266,42,6,CR,1.0,7980.0,
7011,2012-12-25 00:00:00.000,452,9,7,CR,3.0,419700.0,
7012,2012-12-29 00:00:00.000,221,43,4,CR,4.0,55920.0,
7013,2013-01-07 00:00:00.000,306,24,11,CR,3.0,452700.0,
7014,2013-01-13 00:00:00.000,364,28,6,CR,4.0,760000.0,
7015,2012-12-27 00:00:00.000,408,26,10,CN,1.0,181000.0,
7016,2012-12-01 00:00:00.000,318,20,8,CN,1.0,110900.0,
7017,2012-12-01 00:00:00.000,443,28,12,CN,4.0,760000.0,
7018,2012-12-01 00:00:00.000,423,21,5,CN,2.0,241800.0,
7019,2012-12-01 00:00:00.000,409,36,11,CN,1.0,359000.0,
7020,2012-12-01 00:00:00.000,374,42,10,CN,4.0,31920.0,
7021,2012-12-03 00:00:00.000,207,9,1,CR,4.0,559600.0,
7022,2012-12-02 00:00:00.000,394,22,7,CR,4.0,400000.0,
